YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,cause_of_death,cod_code,DEATHS,POPULATION,Crude Rate
2009.0,NM,0.38,0.03,0.0,0.0,0.25,0.59,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,41.0,2036802.0,2
2009.0,NM,0.38,0.03,0.0,0.0,0.25,0.59,Intentional self-harm by other and unspecified firearm discharge,X74,17.0,2036802.0,Unreliable
2009.0,NM,0.38,0.03,0.0,0.0,0.25,0.59,Assault by handgun discharge,X93,39.0,2036802.0,1.9
2009.0,NM,0.38,0.03,0.0,0.0,0.25,0.59,Assault by other and unspecified firearm discharge,X95,44.0,2036802.0,2.2
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,Intentional self-harm by handgun discharge,X72,140.0,2059179.0,6.8
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,52.0,2059179.0,2.5
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,2059179.0,Unreliable
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,Assault by handgun discharge,X93,29.0,2059179.0,1.4
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,2059179.0,Unreliable
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,Assault by other and unspecified firearm discharge,X95,35.0,2059179.0,1.7
2010.0,NM,0.38,0.03,0.0,0.0,0.2,0.59,Legal intervention involving firearm discharge,Y35.0,14.0,2059179.0,Unreliable
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,Intentional self-harm by handgun discharge,X72,172.0,2082224.0,8.3
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,2082224.0,1.8
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,2082224.0,Unreliable
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,Assault by handgun discharge,X93,27.0,2082224.0,1.3
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,2082224.0,Unreliable
2011.0,NM,0.37,0.03,0.0,0.0,0.3,0.6,Assault by other and unspecified firearm discharge,X95,36.0,2082224.0,1.7
2012.0,NM,0.4,0.03,0.0,0.0,0.23,0.61,Intentional self-harm by handgun discharge,X72,148.0,2085538.0,7.1
2012.0,NM,0.4,0.03,0.0,0.0,0.23,0.61,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,49.0,2085538.0,2.3
2012.0,NM,0.4,0.03,0.0,0.0,0.23,0.61,Intentional self-harm by other and unspecified firearm discharge,X74,33.0,2085538.0,1.6
2012.0,NM,0.4,0.03,0.0,0.0,0.23,0.61,Assault by handgun discharge,X93,34.0,2085538.0,1.6
2012.0,NM,0.4,0.03,0.0,0.0,0.23,0.61,Assault by other and unspecified firearm discharge,X95,39.0,2085538.0,1.9
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,Intentional self-harm by handgun discharge,X72,152.0,2085287.0,7.3
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,49.0,2085287.0,2.3
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,Intentional self-harm by other and unspecified firearm discharge,X74,21.0,2085287.0,1
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,Assault by handgun discharge,X93,29.0,2085287.0,1.4
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,Assault by other and unspecified firearm discharge,X95,44.0,2085287.0,2.1
2013.0,NM,0.48,0.03,0.0,0.0,0.3,0.59,Legal intervention involving firearm discharge,Y35.0,14.0,2085287.0,Unreliable
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,Intentional self-harm by handgun discharge,X72,120.0,2085572.0,5.8
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2085572.0,1.3
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,Intentional self-harm by other and unspecified firearm discharge,X74,97.0,2085572.0,4.7
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,Assault by handgun discharge,X93,21.0,2085572.0,1
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,Assault by other and unspecified firearm discharge,X95,53.0,2085572.0,2.5
2014.0,NM,0.36,0.04,0.0,0.0,0.35,0.6,Legal intervention involving firearm discharge,Y35.0,14.0,2085572.0,Unreliable
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,Intentional self-harm by handgun discharge,X72,19.0,2085109.0,Unreliable
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2085109.0,1.3
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,Intentional self-harm by other and unspecified firearm discharge,X74,229.0,2085109.0,11
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,2085109.0,Unreliable
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,Assault by other and unspecified firearm discharge,X95,74.0,2085109.0,3.5
2015.0,NM,0.37,0.03,0.0,0.0,0.33,0.63,Legal intervention involving firearm discharge,Y35.0,18.0,2085109.0,Unreliable
2016.0,NM,0.36,0.03,0.0,0.0,0.36,0.56,Intentional self-harm by handgun discharge,X72,18.0,2081015.0,Unreliable
2016.0,NM,0.36,0.03,0.0,0.0,0.36,0.56,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2081015.0,1.3
2016.0,NM,0.36,0.03,0.0,0.0,0.36,0.56,Intentional self-harm by other and unspecified firearm discharge,X74,198.0,2081015.0,9.5
2016.0,NM,0.36,0.03,0.0,0.0,0.36,0.56,Assault by other and unspecified firearm discharge,X95,98.0,2081015.0,4.7
2016.0,NM,0.36,0.03,0.0,0.0,0.36,0.56,Legal intervention involving firearm discharge,Y35.0,16.0,2081015.0,Unreliable
1999.0,NY,0.2,0.04,1.0,1.0,0.16,0.42,Discharge from other and unspecified firearms,W34,17.0,18882725.0,Unreliable
1999.0,NY,0.2,0.04,1.0,1.0,0.16,0.42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,113.0,18882725.0,0.6
1999.0,NY,0.2,0.04,1.0,1.0,0.16,0.42,Intentional self-harm by other and unspecified firearm discharge,X74,319.0,18882725.0,1.7
1999.0,NY,0.2,0.04,1.0,1.0,0.16,0.42,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,18882725.0,0.1
1999.0,NY,0.2,0.04,1.0,1.0,0.16,0.42,Assault by other and unspecified firearm discharge,X95,516.0,18882725.0,2.7
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,Discharge from other and unspecified firearms,W34,19.0,18976457.0,Unreliable
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,Intentional self-harm by handgun discharge,X72,10.0,18976457.0,Unreliable
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,108.0,18976457.0,0.6
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,Intentional self-harm by other and unspecified firearm discharge,X74,332.0,18976457.0,1.7
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,18976457.0,0.1
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,Assault by other and unspecified firearm discharge,X95,572.0,18976457.0,3
2000.0,NY,0.2,0.03,1.0,1.0,0.17,0.45,Legal intervention involving firearm discharge,Y35.0,12.0,18976457.0,Unreliable
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,Discharge from other and unspecified firearms,W34,13.0,19082838.0,Unreliable
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,Intentional self-harm by handgun discharge,X72,10.0,19082838.0,Unreliable
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,101.0,19082838.0,0.5
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,Intentional self-harm by other and unspecified firearm discharge,X74,342.0,19082838.0,1.8
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,19082838.0,0.1
2001.0,NY,0.18,0.02,1.0,1.0,0.1,0.42,Assault by other and unspecified firearm discharge,X95,553.0,19082838.0,2.9
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,Discharge from other and unspecified firearms,W34,13.0,19137800.0,Unreliable
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,103.0,19137800.0,0.5
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,Intentional self-harm by other and unspecified firearm discharge,X74,305.0,19137800.0,1.6
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,19137800.0,0.1
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,Assault by other and unspecified firearm discharge,X95,527.0,19137800.0,2.8
2002.0,NY,0.18,0.02,1.0,1.0,0.09,0.39,Legal intervention involving firearm discharge,Y35.0,13.0,19137800.0,Unreliable
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,Discharge from other and unspecified firearms,W34,18.0,19175939.0,Unreliable
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,Intentional self-harm by handgun discharge,X72,11.0,19175939.0,Unreliable
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,97.0,19175939.0,0.5
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,Intentional self-harm by other and unspecified firearm discharge,X74,304.0,19175939.0,1.6
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,"Assault by rifle, shotgun and larger firearm discharge",X94,19.0,19175939.0,Unreliable
2003.0,NY,0.16,0.03,1.0,1.0,0.13,0.41,Assault by other and unspecified firearm discharge,X95,567.0,19175939.0,3
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,Discharge from other and unspecified firearms,W34,16.0,19171567.0,Unreliable
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,Intentional self-harm by handgun discharge,X72,10.0,19171567.0,Unreliable
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,112.0,19171567.0,0.6
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,Intentional self-harm by other and unspecified firearm discharge,X74,279.0,19171567.0,1.5
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,"Assault by rifle, shotgun and larger firearm discharge",X94,22.0,19171567.0,0.1
2004.0,NY,0.17,0.02,1.0,1.0,0.07,0.4,Assault by other and unspecified firearm discharge,X95,490.0,19171567.0,2.6
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,Discharge from other and unspecified firearms,W34,31.0,19132610.0,0.2
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,Intentional self-harm by handgun discharge,X72,18.0,19132610.0,Unreliable
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,116.0,19132610.0,0.6
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,Intentional self-harm by other and unspecified firearm discharge,X74,322.0,19132610.0,1.7
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,"Assault by rifle, shotgun and larger firearm discharge",X94,16.0,19132610.0,Unreliable
2005.0,NY,0.19,0.04,1.0,1.0,0.14,0.44,Assault by other and unspecified firearm discharge,X95,492.0,19132610.0,2.6
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,Discharge from other and unspecified firearms,W34,11.0,19104631.0,Unreliable
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,Intentional self-harm by handgun discharge,X72,20.0,19104631.0,0.1
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,101.0,19104631.0,0.5
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,Intentional self-harm by other and unspecified firearm discharge,X74,291.0,19104631.0,1.5
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,19104631.0,0.1
2006.0,NY,0.16,0.04,1.0,1.0,0.11,0.36,Assault by other and unspecified firearm discharge,X95,545.0,19104631.0,2.9
2007.0,NY,0.14,0.03,1.0,1.0,0.11,0.38,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,117.0,19132335.0,0.6
2007.0,NY,0.14,0.03,1.0,1.0,0.11,0.38,Intentional self-harm by other and unspecified firearm discharge,X74,317.0,19132335.0,1.7
2007.0,NY,0.14,0.03,1.0,1.0,0.11,0.38,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,19132335.0,0.1
2007.0,NY,0.14,0.03,1.0,1.0,0.11,0.38,Assault by other and unspecified firearm discharge,X95,500.0,19132335.0,2.6
2007.0,NY,0.14,0.03,1.0,1.0,0.11,0.38,Legal intervention involving firearm discharge,Y35.0,10.0,19132335.0,Unreliable
2008.0,NY,0.14,0.04,1.0,1.0,0.1,0.37,Intentional self-harm by handgun discharge,X72,12.0,19212436.0,Unreliable
2008.0,NY,0.14,0.04,1.0,1.0,0.1,0.37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,106.0,19212436.0,0.6
2008.0,NY,0.14,0.04,1.0,1.0,0.1,0.37,Intentional self-harm by other and unspecified firearm discharge,X74,311.0,19212436.0,1.6
2008.0,NY,0.14,0.04,1.0,1.0,0.1,0.37,"Assault by rifle, shotgun and larger firearm discharge",X94,32.0,19212436.0,0.2
2008.0,NY,0.14,0.04,1.0,1.0,0.1,0.37,Assault by other and unspecified firearm discharge,X95,471.0,19212436.0,2.5
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,Discharge from other and unspecified firearms,W34,10.0,19307066.0,Unreliable
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,Intentional self-harm by handgun discharge,X72,15.0,19307066.0,Unreliable
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,125.0,19307066.0,0.6
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,Intentional self-harm by other and unspecified firearm discharge,X74,282.0,19307066.0,1.5
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,"Assault by rifle, shotgun and larger firearm discharge",X94,24.0,19307066.0,0.1
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,Assault by other and unspecified firearm discharge,X95,476.0,19307066.0,2.5
2009.0,NY,0.15,0.03,1.0,1.0,0.09,0.35,Legal intervention involving firearm discharge,Y35.0,17.0,19307066.0,Unreliable
2010.0,NY,0.14,0.03,1.0,1.0,0.09,0.35,Intentional self-harm by handgun discharge,X72,11.0,19378102.0,Unreliable
2010.0,NY,0.14,0.03,1.0,1.0,0.09,0.35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,130.0,19378102.0,0.7
2010.0,NY,0.14,0.03,1.0,1.0,0.09,0.35,Intentional self-harm by other and unspecified firearm discharge,X74,318.0,19378102.0,1.6
2010.0,NY,0.14,0.03,1.0,1.0,0.09,0.35,"Assault by rifle, shotgun and larger firearm discharge",X94,19.0,19378102.0,Unreliable
2010.0,NY,0.14,0.03,1.0,1.0,0.09,0.35,Assault by other and unspecified firearm discharge,X95,501.0,19378102.0,2.6
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,Intentional self-harm by handgun discharge,X72,20.0,19465197.0,0.1
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,146.0,19465197.0,0.8
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,Intentional self-harm by other and unspecified firearm discharge,X74,339.0,19465197.0,1.7
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,19465197.0,0.1
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,Assault by other and unspecified firearm discharge,X95,440.0,19465197.0,2.3
2011.0,NY,0.16,0.03,1.0,1.0,0.11,0.35,Legal intervention involving firearm discharge,Y35.0,14.0,19465197.0,Unreliable
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,Intentional self-harm by handgun discharge,X72,21.0,19570261.0,0.1
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,147.0,19570261.0,0.8
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,Intentional self-harm by other and unspecified firearm discharge,X74,348.0,19570261.0,1.8
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,"Assault by rifle, shotgun and larger firearm discharge",X94,15.0,19570261.0,Unreliable
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,Assault by other and unspecified firearm discharge,X95,418.0,19570261.0,2.1
2012.0,NY,0.15,0.03,1.0,1.0,0.09,0.37,Legal intervention involving firearm discharge,Y35.0,19.0,19570261.0,Unreliable
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,Intentional self-harm by handgun discharge,X72,29.0,19651127.0,0.1
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,115.0,19651127.0,0.6
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,Intentional self-harm by other and unspecified firearm discharge,X74,321.0,19651127.0,1.6
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,19651127.0,0.1
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,Assault by other and unspecified firearm discharge,X95,344.0,19651127.0,1.8
2013.0,NY,0.12,0.03,1.0,1.0,0.08,0.34,Legal intervention involving firearm discharge,Y35.0,13.0,19651127.0,Unreliable
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,Intentional self-harm by handgun discharge,X72,18.0,19746227.0,Unreliable
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,122.0,19746227.0,0.6
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,Intentional self-harm by other and unspecified firearm discharge,X74,334.0,19746227.0,1.7
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,19746227.0,Unreliable
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,Assault by other and unspecified firearm discharge,X95,356.0,19746227.0,1.8
2014.0,NY,0.13,0.04,1.0,1.0,0.08,0.35,Legal intervention involving firearm discharge,Y35.0,13.0,19746227.0,Unreliable
2015.0,NY,0.12,0.03,1.0,1.0,0.07,0.32,Intentional self-harm by handgun discharge,X72,15.0,19795791.0,Unreliable
2015.0,NY,0.12,0.03,1.0,1.0,0.07,0.32,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,113.0,19795791.0,0.6
2015.0,NY,0.12,0.03,1.0,1.0,0.07,0.32,Intentional self-harm by other and unspecified firearm discharge,X74,293.0,19795791.0,1.5
2015.0,NY,0.12,0.03,1.0,1.0,0.07,0.32,Assault by other and unspecified firearm discharge,X95,401.0,19795791.0,2
2015.0,NY,0.12,0.03,1.0,1.0,0.07,0.32,Legal intervention involving firearm discharge,Y35.0,10.0,19795791.0,Unreliable
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,Intentional self-harm by handgun discharge,X72,14.0,19745289.0,Unreliable
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,110.0,19745289.0,0.6
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,Intentional self-harm by other and unspecified firearm discharge,X74,366.0,19745289.0,1.9
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,19745289.0,Unreliable
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,Assault by other and unspecified firearm discharge,X95,377.0,19745289.0,1.9
2016.0,NY,0.14,0.03,1.0,1.0,0.09,0.36,Legal intervention involving firearm discharge,Y35.0,13.0,19745289.0,Unreliable
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,Discharge from other and unspecified firearms,W34,22.0,7949361.0,0.3
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,Intentional self-harm by handgun discharge,X72,19.0,7949361.0,Unreliable
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,62.0,7949361.0,0.8
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,486.0,7949361.0,6.1
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,"Assault by rifle, shotgun and larger firearm discharge",X94,28.0,7949361.0,0.4
1999.0,NC,0.42,0.04,0.0,1.0,0.51,0.68,Assault by other and unspecified firearm discharge,X95,425.0,7949361.0,5.3
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,Discharge from other and unspecified firearms,W34,26.0,8049313.0,0.3
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,Intentional self-harm by handgun discharge,X72,19.0,8049313.0,Unreliable
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,56.0,8049313.0,0.7
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,Intentional self-harm by other and unspecified firearm discharge,X74,546.0,8049313.0,6.8
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,"Assault by rifle, shotgun and larger firearm discharge",X94,30.0,8049313.0,0.4
2000.0,NC,0.43,0.03,0.0,1.0,0.43,0.7,Assault by other and unspecified firearm discharge,X95,426.0,8049313.0,5.3
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,Discharge from other and unspecified firearms,W34,31.0,8210122.0,0.4
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,Intentional self-harm by handgun discharge,X72,17.0,8210122.0,Unreliable
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,60.0,8210122.0,0.7
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,Intentional self-harm by other and unspecified firearm discharge,X74,555.0,8210122.0,6.8
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,"Assault by rifle, shotgun and larger firearm discharge",X94,37.0,8210122.0,0.5
2001.0,NC,0.38,0.02,0.0,1.0,0.4,0.69,Assault by other and unspecified firearm discharge,X95,377.0,8210122.0,4.6
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,Discharge from other and unspecified firearms,W34,25.0,8326201.0,0.3
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,Intentional self-harm by handgun discharge,X72,22.0,8326201.0,0.3
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,64.0,8326201.0,0.8
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,544.0,8326201.0,6.5
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,"Assault by rifle, shotgun and larger firearm discharge",X94,39.0,8326201.0,0.5
2002.0,NC,0.4,0.02,0.0,1.0,0.46,0.68,Assault by other and unspecified firearm discharge,X95,420.0,8326201.0,5
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,Discharge from other and unspecified firearms,W34,27.0,8422501.0,0.3
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,Intentional self-harm by handgun discharge,X72,29.0,8422501.0,0.3
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,62.0,8422501.0,0.7
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,Intentional self-harm by other and unspecified firearm discharge,X74,528.0,8422501.0,6.3
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,"Assault by rifle, shotgun and larger firearm discharge",X94,33.0,8422501.0,0.4
2003.0,NC,0.37,0.03,0.0,1.0,0.39,0.71,Assault by other and unspecified firearm discharge,X95,361.0,8422501.0,4.3
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,Discharge from other and unspecified firearms,W34,16.0,8553152.0,Unreliable
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,Intentional self-harm by handgun discharge,X72,19.0,8553152.0,Unreliable
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,59.0,8553152.0,0.7
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,Intentional self-harm by other and unspecified firearm discharge,X74,530.0,8553152.0,6.2
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,8553152.0,0.2
2004.0,NC,0.38,0.02,0.0,1.0,0.42,0.64,Assault by other and unspecified firearm discharge,X95,387.0,8553152.0,4.5
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,Discharge from other and unspecified firearms,W34,22.0,8705407.0,0.3
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,Intentional self-harm by handgun discharge,X72,20.0,8705407.0,0.2
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,60.0,8705407.0,0.7
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,Intentional self-harm by other and unspecified firearm discharge,X74,552.0,8705407.0,6.3
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,"Assault by rifle, shotgun and larger firearm discharge",X94,29.0,8705407.0,0.3
2005.0,NC,0.38,0.04,0.0,1.0,0.35,0.71,Assault by other and unspecified firearm discharge,X95,413.0,8705407.0,4.7
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,Discharge from other and unspecified firearms,W34,16.0,8917270.0,Unreliable
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,Intentional self-harm by handgun discharge,X72,16.0,8917270.0,Unreliable
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,50.0,8917270.0,0.6
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,Intentional self-harm by other and unspecified firearm discharge,X74,594.0,8917270.0,6.7
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,"Assault by rifle, shotgun and larger firearm discharge",X94,37.0,8917270.0,0.4
2006.0,NC,0.35,0.04,0.0,1.0,0.4,0.65,Assault by other and unspecified firearm discharge,X95,400.0,8917270.0,4.5
2007.0,NC,0.36,0.03,0.0,1.0,0.38,0.62,Discharge from other and unspecified firearms,W34,32.0,9118037.0,0.4
2007.0,NC,0.36,0.03,0.0,1.0,0.38,0.62,Intentional self-harm by handgun discharge,X72,10.0,9118037.0,Unreliable
