YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,Cause of death,Cause of death Code,DEATHS,POPULATION,Crude Rate
2004.0,New Jersey,0.10800000000000001,0.018000000000000002,0.0,1.0,0.07826087,0.365145228,Assault by other and unspecified firearm discharge,X95,243.0,8634561.0,2.8
2005.0,New Jersey,0.106,0.044000000000000004,0.0,1.0,0.078947368,0.300947867,Intentional self-harm by handgun discharge,X72,12.0,8651974.0,Unreliable
2005.0,New Jersey,0.106,0.044000000000000004,0.0,1.0,0.078947368,0.300947867,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,32.0,8651974.0,0.4
2005.0,New Jersey,0.106,0.044000000000000004,0.0,1.0,0.078947368,0.300947867,Intentional self-harm by other and unspecified firearm discharge,X74,92.0,8651974.0,1.1
2005.0,New Jersey,0.106,0.044000000000000004,0.0,1.0,0.078947368,0.300947867,Assault by other and unspecified firearm discharge,X95,273.0,8651974.0,3.2
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,Discharge from other and unspecified firearms,W34,12.0,8661679.0,Unreliable
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,Intentional self-harm by handgun discharge,X72,11.0,8661679.0,Unreliable
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,38.0,8661679.0,0.4
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,Intentional self-harm by other and unspecified firearm discharge,X74,124.0,8661679.0,1.4
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,Assault by handgun discharge,X93,11.0,8661679.0,Unreliable
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,8661679.0,Unreliable
2006.0,New Jersey,0.11800000000000001,0.035,0.0,1.0,0.069565217,0.35106383,Assault by other and unspecified firearm discharge,X95,280.0,8661679.0,3.2
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,Intentional self-harm by handgun discharge,X72,14.0,8677885.0,Unreliable
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,34.0,8677885.0,0.4
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,Intentional self-harm by other and unspecified firearm discharge,X74,117.0,8677885.0,1.3
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,Assault by handgun discharge,X93,11.0,8677885.0,Unreliable
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,8677885.0,Unreliable
2007.0,New Jersey,0.063,0.032,0.0,1.0,0.08870967699999999,0.326271186,Assault by other and unspecified firearm discharge,X95,253.0,8677885.0,2.9
2008.0,New Jersey,0.08800000000000001,0.035,0.0,1.0,0.11965812,0.323293173,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,8711090.0,0.3
2008.0,New Jersey,0.08800000000000001,0.035,0.0,1.0,0.11965812,0.323293173,Intentional self-harm by other and unspecified firearm discharge,X74,140.0,8711090.0,1.6
2008.0,New Jersey,0.08800000000000001,0.035,0.0,1.0,0.11965812,0.323293173,Assault by other and unspecified firearm discharge,X95,237.0,8711090.0,2.7
2009.0,New Jersey,0.098,0.032,0.0,1.0,0.13924050599999999,0.338912134,Intentional self-harm by handgun discharge,X72,11.0,8755602.0,Unreliable
2009.0,New Jersey,0.098,0.032,0.0,1.0,0.13924050599999999,0.338912134,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,39.0,8755602.0,0.4
2009.0,New Jersey,0.098,0.032,0.0,1.0,0.13924050599999999,0.338912134,Intentional self-harm by other and unspecified firearm discharge,X74,123.0,8755602.0,1.4
2009.0,New Jersey,0.098,0.032,0.0,1.0,0.13924050599999999,0.338912134,Assault by other and unspecified firearm discharge,X95,219.0,8755602.0,2.5
2010.0,New Jersey,0.085,0.027999999999999997,0.0,1.0,0.10738255,0.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,23.0,8791894.0,0.3
2010.0,New Jersey,0.085,0.027999999999999997,0.0,1.0,0.10738255,0.3,Intentional self-harm by other and unspecified firearm discharge,X74,158.0,8791894.0,1.8
2010.0,New Jersey,0.085,0.027999999999999997,0.0,1.0,0.10738255,0.3,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,8791894.0,Unreliable
2010.0,New Jersey,0.085,0.027999999999999997,0.0,1.0,0.10738255,0.3,Assault by other and unspecified firearm discharge,X95,246.0,8791894.0,2.8
2011.0,New Jersey,0.102,0.032,0.0,1.0,0.092715232,0.310408922,Intentional self-harm by handgun discharge,X72,12.0,8821155.0,Unreliable
2011.0,New Jersey,0.102,0.032,0.0,1.0,0.092715232,0.310408922,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,31.0,8821155.0,0.4
2011.0,New Jersey,0.102,0.032,0.0,1.0,0.092715232,0.310408922,Intentional self-harm by other and unspecified firearm discharge,X74,138.0,8821155.0,1.6
2011.0,New Jersey,0.102,0.032,0.0,1.0,0.092715232,0.310408922,Assault by other and unspecified firearm discharge,X95,282.0,8821155.0,3.2
2012.0,New Jersey,0.07,0.026000000000000002,0.0,1.0,0.081632653,0.276119403,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,8864590.0,0.3
2012.0,New Jersey,0.07,0.026000000000000002,0.0,1.0,0.081632653,0.276119403,Intentional self-harm by other and unspecified firearm discharge,X74,129.0,8864590.0,1.5
2012.0,New Jersey,0.07,0.026000000000000002,0.0,1.0,0.081632653,0.276119403,Assault by other and unspecified firearm discharge,X95,273.0,8864590.0,3.1
2013.0,New Jersey,0.055999999999999994,0.032,0.0,1.0,0.10179640699999999,0.3,Intentional self-harm by handgun discharge,X72,17.0,8899339.0,Unreliable
2013.0,New Jersey,0.055999999999999994,0.032,0.0,1.0,0.10179640699999999,0.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,29.0,8899339.0,0.3
2013.0,New Jersey,0.055999999999999994,0.032,0.0,1.0,0.10179640699999999,0.3,Intentional self-harm by other and unspecified firearm discharge,X74,148.0,8899339.0,1.7
2013.0,New Jersey,0.055999999999999994,0.032,0.0,1.0,0.10179640699999999,0.3,Assault by other and unspecified firearm discharge,X95,294.0,8899339.0,3.3
2014.0,New Jersey,0.09699999999999999,0.035,0.0,1.0,0.09693877599999999,0.296610169,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,30.0,8938175.0,0.3
2014.0,New Jersey,0.09699999999999999,0.035,0.0,1.0,0.09693877599999999,0.296610169,Intentional self-harm by other and unspecified firearm discharge,X74,159.0,8938175.0,1.8
2014.0,New Jersey,0.09699999999999999,0.035,0.0,1.0,0.09693877599999999,0.296610169,Assault by other and unspecified firearm discharge,X95,258.0,8938175.0,2.9
2015.0,New Jersey,0.081,0.032,0.0,1.0,0.08121827400000001,0.29222973,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,29.0,8958013.0,0.3
2015.0,New Jersey,0.081,0.032,0.0,1.0,0.08121827400000001,0.29222973,Intentional self-harm by other and unspecified firearm discharge,X74,151.0,8958013.0,1.7
2015.0,New Jersey,0.081,0.032,0.0,1.0,0.08121827400000001,0.29222973,Assault by other and unspecified firearm discharge,X95,269.0,8958013.0,3
2015.0,New Jersey,0.081,0.032,0.0,1.0,0.08121827400000001,0.29222973,Legal intervention involving firearm discharge,Y35.0,11.0,8958013.0,Unreliable
2016.0,New Jersey,0.08900000000000001,0.027999999999999997,0.0,1.0,0.063694268,0.313207547,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,31.0,8944469.0,0.3
2016.0,New Jersey,0.08900000000000001,0.027999999999999997,0.0,1.0,0.063694268,0.313207547,Intentional self-harm by other and unspecified firearm discharge,X74,138.0,8944469.0,1.5
2016.0,New Jersey,0.08900000000000001,0.027999999999999997,0.0,1.0,0.063694268,0.313207547,Assault by other and unspecified firearm discharge,X95,289.0,8944469.0,3.2
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,Intentional self-harm by handgun discharge,X72,126.0,1808082.0,7
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,29.0,1808082.0,1.6
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,Intentional self-harm by other and unspecified firearm discharge,X74,25.0,1808082.0,1.4
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,Assault by handgun discharge,X93,24.0,1808082.0,1.3
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,1808082.0,Unreliable
1999.0,New Mexico,0.446,0.036000000000000004,0.0,0.0,0.35714285700000004,0.610687023,Assault by other and unspecified firearm discharge,X95,57.0,1808082.0,3.2
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,Intentional self-harm by handgun discharge,X72,116.0,1819046.0,6.4
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,45.0,1819046.0,2.5
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,Intentional self-harm by other and unspecified firearm discharge,X74,14.0,1819046.0,Unreliable
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,Assault by handgun discharge,X93,33.0,1819046.0,1.8
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,1819046.0,Unreliable
2000.0,New Mexico,0.43799999999999994,0.028999999999999998,0.0,0.0,0.292307692,0.5954198470000001,Assault by other and unspecified firearm discharge,X95,55.0,1819046.0,3
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,Intentional self-harm by handgun discharge,X72,109.0,1831690.0,6
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,48.0,1831690.0,2.6
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,Intentional self-harm by other and unspecified firearm discharge,X74,31.0,1831690.0,1.7
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,Assault by handgun discharge,X93,25.0,1831690.0,1.4
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,1831690.0,Unreliable
2001.0,New Mexico,0.391,0.021,0.0,0.0,0.316455696,0.575971731,Assault by other and unspecified firearm discharge,X95,31.0,1831690.0,1.7
2002.0,New Mexico,0.431,0.021,0.0,0.0,0.396825397,0.65034965,Intentional self-harm by handgun discharge,X72,132.0,1855309.0,7.1
2002.0,New Mexico,0.431,0.021,0.0,0.0,0.396825397,0.65034965,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,52.0,1855309.0,2.8
2002.0,New Mexico,0.431,0.021,0.0,0.0,0.396825397,0.65034965,Intentional self-harm by other and unspecified firearm discharge,X74,27.0,1855309.0,1.5
2002.0,New Mexico,0.431,0.021,0.0,0.0,0.396825397,0.65034965,Assault by handgun discharge,X93,29.0,1855309.0,1.6
2002.0,New Mexico,0.431,0.021,0.0,0.0,0.396825397,0.65034965,Assault by other and unspecified firearm discharge,X95,47.0,1855309.0,2.5
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,Discharge from other and unspecified firearms,W34,13.0,1877574.0,Unreliable
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,Intentional self-harm by handgun discharge,X72,139.0,1877574.0,7.4
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,47.0,1877574.0,2.5
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,Intentional self-harm by other and unspecified firearm discharge,X74,25.0,1877574.0,1.3
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,Assault by handgun discharge,X93,26.0,1877574.0,1.4
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,1877574.0,Unreliable
2003.0,New Mexico,0.40700000000000003,0.032,0.0,0.0,0.37037037,0.660899654,Assault by other and unspecified firearm discharge,X95,49.0,1877574.0,2.6
2004.0,New Mexico,0.391,0.018000000000000002,0.0,0.0,0.323076923,0.60137457,Intentional self-harm by handgun discharge,X72,142.0,1903808.0,7.5
2004.0,New Mexico,0.391,0.018000000000000002,0.0,0.0,0.323076923,0.60137457,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,43.0,1903808.0,2.3
2004.0,New Mexico,0.391,0.018000000000000002,0.0,0.0,0.323076923,0.60137457,Intentional self-harm by other and unspecified firearm discharge,X74,11.0,1903808.0,Unreliable
2004.0,New Mexico,0.391,0.018000000000000002,0.0,0.0,0.323076923,0.60137457,Assault by handgun discharge,X93,23.0,1903808.0,1.2
2004.0,New Mexico,0.391,0.018000000000000002,0.0,0.0,0.323076923,0.60137457,Assault by other and unspecified firearm discharge,X95,50.0,1903808.0,2.6
2005.0,New Mexico,0.406,0.044000000000000004,0.0,0.0,0.28358209,0.578181818,Intentional self-harm by handgun discharge,X72,109.0,1932274.0,5.6
2005.0,New Mexico,0.406,0.044000000000000004,0.0,0.0,0.28358209,0.578181818,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,48.0,1932274.0,2.5
2005.0,New Mexico,0.406,0.044000000000000004,0.0,0.0,0.28358209,0.578181818,Intentional self-harm by other and unspecified firearm discharge,X74,21.0,1932274.0,1.1
2005.0,New Mexico,0.406,0.044000000000000004,0.0,0.0,0.28358209,0.578181818,Assault by handgun discharge,X93,11.0,1932274.0,Unreliable
2005.0,New Mexico,0.406,0.044000000000000004,0.0,0.0,0.28358209,0.578181818,Assault by other and unspecified firearm discharge,X95,57.0,1932274.0,2.9
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,Intentional self-harm by handgun discharge,X72,116.0,1962137.0,5.9
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,47.0,1962137.0,2.4
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,Intentional self-harm by other and unspecified firearm discharge,X74,30.0,1962137.0,1.5
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,Assault by handgun discharge,X93,21.0,1962137.0,1.1
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,1962137.0,Unreliable
2006.0,New Mexico,0.392,0.035,0.0,0.0,0.28358209,0.6105263160000001,Assault by other and unspecified firearm discharge,X95,41.0,1962137.0,2.1
2007.0,New Mexico,0.428,0.032,0.0,0.0,0.29333333300000003,0.512269939,Intentional self-harm by handgun discharge,X72,130.0,1990070.0,6.5
2007.0,New Mexico,0.428,0.032,0.0,0.0,0.29333333300000003,0.512269939,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,34.0,1990070.0,1.7
2007.0,New Mexico,0.428,0.032,0.0,0.0,0.29333333300000003,0.512269939,Intentional self-harm by other and unspecified firearm discharge,X74,25.0,1990070.0,1.3
2007.0,New Mexico,0.428,0.032,0.0,0.0,0.29333333300000003,0.512269939,Assault by handgun discharge,X93,21.0,1990070.0,1.1
2007.0,New Mexico,0.428,0.032,0.0,0.0,0.29333333300000003,0.512269939,Assault by other and unspecified firearm discharge,X95,48.0,1990070.0,2.4
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,Intentional self-harm by handgun discharge,X72,137.0,2010662.0,6.8
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,38.0,2010662.0,1.9
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,Intentional self-harm by other and unspecified firearm discharge,X74,20.0,2010662.0,1
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,Assault by handgun discharge,X93,29.0,2010662.0,1.4
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,2010662.0,Unreliable
2008.0,New Mexico,0.35700000000000004,0.035,0.0,0.0,0.240384615,0.53968254,Assault by other and unspecified firearm discharge,X95,43.0,2010662.0,2.1
2009.0,New Mexico,0.375,0.032,0.0,0.0,0.25,0.585616438,Intentional self-harm by handgun discharge,X72,134.0,2036802.0,6.6
2009.0,New Mexico,0.375,0.032,0.0,0.0,0.25,0.585616438,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,41.0,2036802.0,2
2009.0,New Mexico,0.375,0.032,0.0,0.0,0.25,0.585616438,Intentional self-harm by other and unspecified firearm discharge,X74,17.0,2036802.0,Unreliable
2009.0,New Mexico,0.375,0.032,0.0,0.0,0.25,0.585616438,Assault by handgun discharge,X93,39.0,2036802.0,1.9
2009.0,New Mexico,0.375,0.032,0.0,0.0,0.25,0.585616438,Assault by other and unspecified firearm discharge,X95,44.0,2036802.0,2.2
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,Intentional self-harm by handgun discharge,X72,140.0,2059179.0,6.8
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,52.0,2059179.0,2.5
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,2059179.0,Unreliable
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,Assault by handgun discharge,X93,29.0,2059179.0,1.4
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,2059179.0,Unreliable
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,Assault by other and unspecified firearm discharge,X95,35.0,2059179.0,1.7
2010.0,New Mexico,0.375,0.027999999999999997,0.0,0.0,0.19607843100000003,0.591639871,Legal intervention involving firearm discharge,Y35.0,14.0,2059179.0,Unreliable
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,Intentional self-harm by handgun discharge,X72,172.0,2082224.0,8.3
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,2082224.0,1.8
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,2082224.0,Unreliable
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,Assault by handgun discharge,X93,27.0,2082224.0,1.3
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,2082224.0,Unreliable
2011.0,New Mexico,0.366,0.032,0.0,0.0,0.304761905,0.6,Assault by other and unspecified firearm discharge,X95,36.0,2082224.0,1.7
2012.0,New Mexico,0.40299999999999997,0.026000000000000002,0.0,0.0,0.23076923100000002,0.609467456,Intentional self-harm by handgun discharge,X72,148.0,2085538.0,7.1
2012.0,New Mexico,0.40299999999999997,0.026000000000000002,0.0,0.0,0.23076923100000002,0.609467456,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,49.0,2085538.0,2.3
2012.0,New Mexico,0.40299999999999997,0.026000000000000002,0.0,0.0,0.23076923100000002,0.609467456,Intentional self-harm by other and unspecified firearm discharge,X74,33.0,2085538.0,1.6
2012.0,New Mexico,0.40299999999999997,0.026000000000000002,0.0,0.0,0.23076923100000002,0.609467456,Assault by handgun discharge,X93,34.0,2085538.0,1.6
2012.0,New Mexico,0.40299999999999997,0.026000000000000002,0.0,0.0,0.23076923100000002,0.609467456,Assault by other and unspecified firearm discharge,X95,39.0,2085538.0,1.9
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,Intentional self-harm by handgun discharge,X72,152.0,2085287.0,7.3
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,49.0,2085287.0,2.3
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,Intentional self-harm by other and unspecified firearm discharge,X74,21.0,2085287.0,1
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,Assault by handgun discharge,X93,29.0,2085287.0,1.4
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,Assault by other and unspecified firearm discharge,X95,44.0,2085287.0,2.1
2013.0,New Mexico,0.48200000000000004,0.032,0.0,0.0,0.296296296,0.588235294,Legal intervention involving firearm discharge,Y35.0,14.0,2085287.0,Unreliable
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,Intentional self-harm by handgun discharge,X72,120.0,2085572.0,5.8
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2085572.0,1.3
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,Intentional self-harm by other and unspecified firearm discharge,X74,97.0,2085572.0,4.7
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,Assault by handgun discharge,X93,21.0,2085572.0,1
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,Assault by other and unspecified firearm discharge,X95,53.0,2085572.0,2.5
2014.0,New Mexico,0.35600000000000004,0.035,0.0,0.0,0.35353535399999997,0.597142857,Legal intervention involving firearm discharge,Y35.0,14.0,2085572.0,Unreliable
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,Intentional self-harm by handgun discharge,X72,19.0,2085109.0,Unreliable
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2085109.0,1.3
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,Intentional self-harm by other and unspecified firearm discharge,X74,229.0,2085109.0,11
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,2085109.0,Unreliable
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,Assault by other and unspecified firearm discharge,X95,74.0,2085109.0,3.5
2015.0,New Mexico,0.37,0.032,0.0,0.0,0.325396825,0.625668449,Legal intervention involving firearm discharge,Y35.0,18.0,2085109.0,Unreliable
2016.0,New Mexico,0.359,0.027999999999999997,0.0,0.0,0.35514018700000005,0.563186813,Intentional self-harm by handgun discharge,X72,18.0,2081015.0,Unreliable
2016.0,New Mexico,0.359,0.027999999999999997,0.0,0.0,0.35514018700000005,0.563186813,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,27.0,2081015.0,1.3
2016.0,New Mexico,0.359,0.027999999999999997,0.0,0.0,0.35514018700000005,0.563186813,Intentional self-harm by other and unspecified firearm discharge,X74,198.0,2081015.0,9.5
2016.0,New Mexico,0.359,0.027999999999999997,0.0,0.0,0.35514018700000005,0.563186813,Assault by other and unspecified firearm discharge,X95,98.0,2081015.0,4.7
2016.0,New Mexico,0.359,0.027999999999999997,0.0,0.0,0.35514018700000005,0.563186813,Legal intervention involving firearm discharge,Y35.0,16.0,2081015.0,Unreliable
1999.0,New York,0.19699999999999998,0.036000000000000004,1.0,1.0,0.161417323,0.42250530799999997,Discharge from other and unspecified firearms,W34,17.0,18882725.0,Unreliable
1999.0,New York,0.19699999999999998,0.036000000000000004,1.0,1.0,0.161417323,0.42250530799999997,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,113.0,18882725.0,0.6
1999.0,New York,0.19699999999999998,0.036000000000000004,1.0,1.0,0.161417323,0.42250530799999997,Intentional self-harm by other and unspecified firearm discharge,X74,319.0,18882725.0,1.7
1999.0,New York,0.19699999999999998,0.036000000000000004,1.0,1.0,0.161417323,0.42250530799999997,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,18882725.0,0.1
1999.0,New York,0.19699999999999998,0.036000000000000004,1.0,1.0,0.161417323,0.42250530799999997,Assault by other and unspecified firearm discharge,X95,516.0,18882725.0,2.7
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,Discharge from other and unspecified firearms,W34,19.0,18976457.0,Unreliable
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,Intentional self-harm by handgun discharge,X72,10.0,18976457.0,Unreliable
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,108.0,18976457.0,0.6
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,Intentional self-harm by other and unspecified firearm discharge,X74,332.0,18976457.0,1.7
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,18976457.0,0.1
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,Assault by other and unspecified firearm discharge,X95,572.0,18976457.0,3
2000.0,New York,0.19699999999999998,0.026000000000000002,1.0,1.0,0.171717172,0.445396146,Legal intervention involving firearm discharge,Y35.0,12.0,18976457.0,Unreliable
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,Discharge from other and unspecified firearms,W34,13.0,19082838.0,Unreliable
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,Intentional self-harm by handgun discharge,X72,10.0,19082838.0,Unreliable
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,101.0,19082838.0,0.5
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,Intentional self-harm by other and unspecified firearm discharge,X74,342.0,19082838.0,1.8
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,19082838.0,0.1
2001.0,New York,0.182,0.021,1.0,1.0,0.10204081599999999,0.424603175,Assault by other and unspecified firearm discharge,X95,553.0,19082838.0,2.9
2002.0,New York,0.177,0.02,1.0,1.0,0.09205020900000001,0.39332659299999995,Discharge from other and unspecified firearms,W34,13.0,19137800.0,Unreliable
